Subclass	Order	Species	BMR_(mlO2/hour)	Body_mass_for_BMR_(gr)	Reference_for_BMR	FMR_(kJ/day)	Body_mass_for_FMR_(gr)	Reference_for_FMR
Eutheria	Primates	Tarsius_syrichta	76.7	113	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Abrothrix_lanosus_(Akodon_lanosus)	45.6	24	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Abrothrix_longipilis_(Akodon_longipillis)	57.528	42.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Acomys_cahirinus	46.2	42	White_et_al06BiolLett	51.8	38.3	Nagy_et_al99
Eutheria	Rodentia	Acomys_russatus	42.9	55.55	White_et_al06BiolLett	47.8	45	Nagy_et_al99
Eutheria	Rodentia	Acomys_spinosissimus	44.1	27.02	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Acomys_subspinosus	83.4	32.25	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Aconaemys_fuscus	120.96	112	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Aethomys_namaquensis	56.753	64.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Agouti_paca	2746.8	9156	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Akodon_albiventer	46.5	31	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Akodon_azarae	40.8	24	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Alticola_argentatus	121	37.7	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Ammospermophilus_leucurus	93.88	95.7	White_et_al06BiolLett	88	87	Nagy_et_al99
Eutheria	Rodentia	Aplodontia_rufa	277.2	630	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Apodemus_flavicollis	43.259	23.9	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Apodemus_hermonensis	50.02	20.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Apodemus_mystacinus	56.035	40.4	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Apodemus_sylvaticus	43.3	23.9	White_et_al06BiolLett	67.9	20.5	Corp_et_al99
Eutheria	Rodentia	Arborimus_longicaudus	58.86	21.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Arvicola_terrestris	106.68	91.97	White_et_al06BiolLett	119	85.8	Nagy_et_al99
Eutheria	Rodentia	Auliscomys_micropus	97.11	62.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Baimomys_taylori	17.09	7.15	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Bathyergus_janetta	215.18	406	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Bathyergus_suillus	303.8	620	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Calomys_musculinus	27.6	16.9	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Calomys_venustus_(Calomys_callosus)	74.7	50.1	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cannomys_badius	172	344	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Capromys_pilorides	604.9	2630	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cavia_magna	-9999	-9999	-9999	462.9	519.45	Kunkele_et_al05
Eutheria	Rodentia	Cavia_porcellus	346	629	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chaetodipus_baileyi	34.54	29.1	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chaetodipus_californicus	21.34	22	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chaetodipus_fallax	26.852	19.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chaetodipus_formosus_(Perognathus_formosus)	-9999	-9999	-9999	45.2	17.9	Nagy_et_al99
Eutheria	Rodentia	Chaetodipus_hispidus	49.375	39.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chaetodipus_intermedius	17.865	14.95	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chaetodipus_penicillatus	22.4	16	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Chelemys_macronyx	84.32	62	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chinchilla_lanigera	200.2	426	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chroeomys_andinus	64.7	34.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Chroeomys_olivaceus_(Akodon_olivaceus)	49.41	27	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Clethrionomys_californicus	61.12	18.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Clethrionomys_gapperi	49.34	22.25	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Clethrionomys_glareolus	63.4	23.4	White&Seymour03PNAS	88	23.4	Nagy_et_al99
Eutheria	Rodentia	Clethrionomys_rufocanus	59.4	27	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Clethrionomys_rutilus	77	28	White&Seymour03PNAS	57.6	16	Nagy_et_al99
Eutheria	Rodentia	Coendou_prehensilis	918.4	3280	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Conilurus_penicillatus	162.7	213.2	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Cricetomys_gambianus	1140.7	1870	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cricetulus_migratorius	43.91	30.7	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cricetus_cricetus	231.68	362	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cryptomys_bocagei	69.56	94	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cryptomys_damarensis	78.66	138	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cryptomys_hottentotus	67.5	75	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cryptomys_mechowi	160.2	267	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ctenomys_australis	116.62	340	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ctenomys_fulvus	189	300	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ctenomys_maulinus	187.1	215	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ctenomys_opimus	109.7	214	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ctenomys_peruanus	220.5	490	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ctenomys_talarum	109.626	121	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Cynomys_ludovicanus	422.67	1112.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dasyprocta_azarae	1886	3849	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dasyprocta_leporina	1558.5	2687	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Desmodillus_auricularis	87.75	71.93	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dicrostonyx_groenlandicus	98.85	59.62	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dipodomys_agilis	63.63	60.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dipodomys_deserti	92.22	106	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dipodomys_heermanni	73.2	63.3	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Dipodomys_merriami	42.46	36.5	White_et_al06BiolLett	47.6	34.3	Nagy_et_al99
Eutheria	Rodentia	Dipodomys_microps	66.9	57.2	White_et_al06BiolLett	84.5	57.1	Nagy_et_al99
Eutheria	Rodentia	Dipodomys_nitratoides	46.1	37.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Dipodomys_ordii	64.21	46.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dipodomys_panamintinus	74.279	64.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dipus_sagitta_	121.154	160	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Dolichotis_salinicola	725.9	1613	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Eligmodontia_typus	29.93	17.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Epixerus_wilsoni	241.5	460	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Erethizon_dorsatum	2784	11136	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Euneomys_chinchilloides	84.4	65.4	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Funisciurus_congicus	95.454	112.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Funisciurus_isabella	102.1	60	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Funisciurus_lemnisciatus	89.6	95	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Funisciurus_pyrrhopus	181.3	244	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Galea_musteloides	264	322	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Geocapromys_brownii	736.8	2456	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Geocapromys_ingrahami	265.8	775	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Geomys_bursaris	137.9	197	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Geomys_pinetis	133.15	172.95	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Georychus_capensis	115.67	194.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillurus_paeba	34.82	33.9	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillurus_setzeri	37.02	46.1	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillurus_tytonis	31.69	29.9	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillurus_vallinus	34.76	38.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillus_allenbyi	38.8	35.3	White_et_al06BiolLett	35.6	22.8	Nagy_et_al99
Eutheria	Rodentia	Gerbillus_dasyurus	29.26	27.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillus_gerbillus	42.47	29.7	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillus_henleyi	-9999	-9999	-9999	26.5	9.3	Nagy_et_al99
Eutheria	Rodentia	Gerbillus_nanus	22.15	28.4	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillus_perpallidus	43.5	52.4	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillus_pusillus	13.48	12.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Gerbillus_pyramidum	81.4	108.5	White_et_al06BiolLett	45.2	31.8	Nagy_et_al99
Eutheria	Rodentia	Glaucomys_volans	67.46	64.25	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Graomys_griseoflavus	83.97	69.4	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Graphiurus_ocularis	66.4	67.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Heliophobius_argentocinereus	74.8	88	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Heliosciurus_rufobrachium	133.4	230	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Heterocephalus_glaber	20.48	32	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Heteromys_anomalus	100.485	69.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Heteromys_desmarestianus	99.146	75.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Hydrochaeris_hydrochaeris	6596.3	26385	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Hydromys_chrysogaster	528.3	900	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Hystrix_africaeaustralis	2361.702	11300	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Isthmomys_pirrensis	121.35	137.9	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Jaculus_jaculus	92.25	75	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Jaculus_orientalis	139	139	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Kerodon_rupestris	360.5	801	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Lagostomus_maximus	1899.5	6784	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Lagurus_curtatus_(Lemmiscus_curtatus)	50.3	30.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Lemmus_lemmus	192	80	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Lemmus_sibericus	90.19	50.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Lemniscomys_griselda	57.62	47.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Lemniscomys_rosalia	61.47	50.53	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Liomys_irroratus	53.872	48.1	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Liomys_salvani	46.866	43.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Malacothrix_typica	20.62	21.7	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Maresomys_boliviensis_(Auliscomys_boliviensis)	110.59	76.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Marmota_flaviventris	1546.2	4295	White_et_al06BiolLett	2430	3190	Nagy_et_al99
Eutheria	Rodentia	Marmota_monax	662.5	2650	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Mastomys_(Praomys)_natalensis	32.78	41.5	White_et_al06BiolLett	86.6	57.3	Nagy_et_al99
Eutheria	Rodentia	Megadontomys_thomasi	124.1	110.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Meriones_crassus	-9999	-9999	-9999	65	69.2	Nagy_et_al99
Eutheria	Rodentia	Meriones_hurriane	54.51	69	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Meriones_tristrami	98.56	112	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Meriones_unguiculatus	77.05	67	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Mesocricetus_auratus	147	98	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microcavia_niata	175.7	255	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Microdipodops_megacephalus	30.173	11	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microdipodops_pallidus	19.76	15.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Micromys_minutus	21.08	7.37	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_agrestris	63.6	28	White_et_al06BiolLett	77.8	26.8	Nagy_et_al99
Eutheria	Rodentia	Microtus_arvalis	62	20	White_et_al06BiolLett	90	20	Nagy_et_al99
Eutheria	Rodentia	Microtus_breweri	73.81	53.1	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_californicus	68.2	44	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_guentheri	80.154	43.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_longicaudus	67.52	28.55	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_mexicanus	46.94	28.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_montanus	83.33	35.13	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_ochrogaster	79.08	46.7	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_oeconomus	100.93	33.7	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_pennsylvanicus	75.07	38.9	White_et_al06BiolLett	115	36.9	Nagy_et_al99
Eutheria	Rodentia	Microtus_pinetorum	58.4	25.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_richardsoni	128.02	65.65	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_subterraneus	49.5	17.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_townsendii	90.4	52.2	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Microtus_xanthognathus	98.64	68.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Millardia_meltada	58.4	67.4	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Mus_minutoides	24.02	8.06	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Mus_musculus	-9999	-9999	-9999	65.1	19.3	Nagy_et_al99
Eutheria	Rodentia	Mus_spretus	61.9	21.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Muscardinus_avellanarius	62.98	23.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Myoprocta_acouchy	502.7	914	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Myopus_schisticolor	93.456	26.4	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Myoxus_glis	158	200	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Mystromys_albicaudatus	126.79	93.78	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Nannospalax_ehrenbergi_	104.53	135.15	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Nannospalax_leucodon	148.74	201	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Napaeozapus_insignis	39.6	22	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Neofiber_alleni	216.8	258.1	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Neotoma_albigula	134.5	183	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Neotoma_cinerea	168.6	205.1	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Neotoma_fuscipes	147.73	187	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Neotoma_lepida	86.9	110	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Notomys_alexis	45.22	32.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Notomys_cervinus	41.72	34.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ochrotomys_nuttalli	27.11	19.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Octodon_bridgesi	183.3	176.1	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Octodon_degus	170.24	192.97	White_et_al06BiolLett	143.2	188.55	Bozinovic_et_al04
Eutheria	Rodentia	Octodon_lunatus	171.5	173.2	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Octodontomys_gliroides	130.7	152	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Octomys_mimax	115.04	118.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Oligoryzomys_longicaudatus	51.04	28.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Ondatra_zibethicus	642.94	1004.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Onychomys_torridus	29.6	19.1	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Otomys_irroratus	84.864	102	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Otomys_sloggetti	133.68	113.29	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Otomys_unisulcatus	106.56	96	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Oxymycterus_roberti	91.02	83.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Paraxerus_cepapi	145.34	223.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Paraxerus_palliatus_	260.29	366.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Parotomys_brantsii	83.91	86.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Pedetes_capensis	793.5	2300	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Perognathus_flavus	17.31	8.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Perognathus_longimembris	9.523	8.9	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_californicus	52.36	47.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_crinitus	25.12	15.9	White_et_al06BiolLett	39.3	13.4	Nagy_et_al99
Eutheria	Rodentia	Peromyscus_eremicus	33.11	21.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_gossypinus	36.98	21.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_leucopus	33.2	20	White_et_al06BiolLett	41.4	19.2	Nagy_et_al99
Eutheria	Rodentia	Peromyscus_maniculatus	36.88	22.8	White_et_al06BiolLett	53.4	17.9	Nagy_et_al99
Eutheria	Rodentia	Peromyscus_megalops	90.7	66.2	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_oreas	43.51	24.58	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_polionotus	21.5	12	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_sitkensis	46.74	28.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Peromyscus_truei_	50.796	33.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Phenacomys_intermedius	67.295	21.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Phodopus_sungorus	40.863	25.7	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Phyllotis_darwini_	71.39	59	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Phyllotis_magister	69	62.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Phyllotis_xanthopygus	56.65	55	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Podomys_floridanus	51.7	30.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Proechimys_semispinosus	313.7	498	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Psammomys_obesus	-9999	-9999	-9999	165	170	Nagy_et_al99
Eutheria	Rodentia	Pseudomys_albocinereus	-9999	-9999	-9999	62.2	32.6	Nagy_et_al99
Eutheria	Rodentia	Pseudomys_gracilicaudus	83.79	79.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Pseudomys_hermannsburgensis	23.3	12.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Pseudomys_nanus	-9999	-9999	-9999	44.6	44.4	Anderson_&_Jetz_2005
Eutheria	Rodentia	Rattus_colletti	123	165.7	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Rattus_fuscipes	84.36	76	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Rattus_lutreolus	63.22	109	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Rattus_sordidus	106.6	187	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Rattus_villosissimus	145.85	250.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Reithrodon_auritus	76.8	78.7	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Reithrodontomys_megalotis	22.5	9	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Rhabdomys_pumilio	32.1	39.6	White_et_al06BiolLett	64.55	41.7	Scantlebury_et_al06
Eutheria	Rodentia	Saccostomus_campestris	51.49	61.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Sciurus_carolinensis	369.6	440	White_et_al06BiolLett	574	588	Bryce_et_al_2001
Eutheria	Rodentia	Sciurus_vulgaris	-9999	-9999	-9999	347	322	Bryce_et_al_2001
Eutheria	Rodentia	Scotinomys_teguina	31.2	12	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Scotinomys_xerampelinus	31.92	15.2	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Sekeetamys_calurus	44.4	56.9	White_et_al06BiolLett	44	41.2	Nagy_et_al99
Eutheria	Rodentia	Sicista_betulina	32	10	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Sigmodon_alleni	203.3	137.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Sigmodon_fulviventer	207.4	137.8	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Sigmodon_hispidus	230.4	139.3	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Sigmodon_leucotis	186.5	128.6	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Sigmodon_ochrognathus	154.2	115.1	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Spalacopus_cyanus	106.8	135.33	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_armatus	147.2	320	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_beecheyi	317.79	599.6	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_beldingi	127.26	303	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_citellus	228	240	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_lateralis	143.4	237	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_mohavensis	112.8	240	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_parryi	520	650	White&Seymour03PNAS	817	630	Nagy_et_al99
Eutheria	Rodentia	Spermophilus_richardsoni	131.52	274	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_saturatus	161.4	252.2	White&Seymour03PNAS	226	214	Nagy_et_al99
Eutheria	Rodentia	Spermophilus_spilosoma	92.22	174	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_tereticaudus	93.52	167	White_et_al06BiolLett	-9999	-9999	-9999
